,Selected,vst_mean,vst_variable,vst_variance,vst_variance_expected,vst_variance_standardized,highly_variable,n_cells
GJC1,0.0,0.3327514,0,0.40764272,0.40547985,1.0053341,False,2735
HIGD1B,0.0,0.0015518311,0,0.0016270777,0.0016218285,1.0032365,False,12
EFTUD2,0.0,0.16864525,0,0.18342964,0.19201197,0.9553032,False,1490
GFAP,0.0,0.0010862818,0,0.0010851439,0.0011287847,0.9613383,False,10
KIF18B,0.0,0.09314866,0,0.116056256,0.10379109,1.1181717,False,815
AC015936.1,0.0,0.00077591557,0,0.0007753436,0.0008024266,0.9662487,False,6
C1QL1,1.0,0.12604749,1,0.3884955,0.14160325,2.7435493,True,668
DCAKD,0.0,0.25566417,0,0.2802395,0.3025346,0.92630553,False,2222
NMT1,0.0,0.32022035,0,0.37427357,0.3884012,0.9636262,False,2494
PLCD3,0.0,0.079880506,0,0.08358976,0.08868401,0.94255733,False,739
ACBD4,0.0,0.034993794,0,0.03586559,0.038573243,0.92980486,False,340
AC142472.1,0.0,0.036080074,0,0.03780584,0.03977359,0.9505262,False,404
HEXIM1,0.0,0.13167287,0,0.14219601,0.14813161,0.95993024,False,1102
AC138150.1,0.0,0.043878026,0,0.04498056,0.04837876,0.9297584,False,512
HEXIM2,0.0,0.1112275,0,0.11236123,0.12447019,0.902716,False,1056
AC008105.3,1.0,0.0013578522,1,0.004459844,0.0014160306,1.9309593,True,6
FMNL1,0.0,0.004034761,0,0.0042514214,0.004285921,0.99195045,False,16
AC008105.1,0.0,0.004073557,0,0.004134715,0.004327778,0.95538986,False,19
MAP3K14,0.0,0.025139665,0,0.025982909,0.027588408,0.9418053,False,254
ARHGAP27,0.0,0.0035692116,0,0.0035566103,0.0037836817,0.9399867,False,35
PLEKHM1,0.0,0.031114215,0,0.031078424,0.034252714,0.90732735,False,304
AC091132.1,0.0,0.0010086902,0,0.0010077119,0.0010469062,0.9625617,False,7
AC091132.5,0.0,0.0067116697,0,0.006822071,0.0071784207,0.9503583,False,87
LINC02210-CRHR1,0.0,0.018699566,0,0.018893765,0.020377146,0.9272037,False,185
AC217774.1,0.0,0.0009310987,0,0.00093026785,0.00096519425,0.9638141,False,11
MAPT-AS1,0.0,0.0015906269,0,0.0016657531,0.0016630574,1.0016209,False,12
MAPT,1.0,0.19840162,1,0.45553342,0.22897859,1.9894149,True,1519
KANSL1,0.0,0.92807263,0,1.1087738,1.3895559,0.79793394,False,6342
CR936218.1,0.0,0.0018234017,0,0.0018201474,0.0019107445,0.95258546,False,23
KANSL1-AS1,0.0,0.38372904,0,0.44933215,0.4766787,0.94263107,False,3227
ARL17B,0.0,0.11553383,0,0.11887256,0.12941368,0.9185471,False,1096
LRRC37A,0.0,0.0013578522,0,0.0013560611,0.0014160306,0.9576496,False,16
LRRC37A2,0.0,0.038718186,0,0.040169127,0.042678047,0.9412129,False,371
ARL17A,0.0,0.0652933,0,0.06716242,0.07212015,0.93125737,False,655
FAM215B,0.0,0.8114525,0,1.1009761,1.1685306,0.94218856,False,5692
NSF,0.0,0.11429237,0,0.12094257,0.12798464,0.9449772,False,973
WNT3,0.0,0.032084107,0,0.03726349,0.03533462,1.0545886,False,240
AC005670.1,0.0,0.0010862818,0,0.0011627384,0.0011287847,1.03008,False,9
GOSR2,0.0,0.3135863,0,0.3394096,0.37941864,0.8945517,False,2717
AC005670.2,0.0,0.0009310987,0,0.00093026785,0.00096519425,0.9638141,False,9
RPRML,1.0,0.12368094,1,0.16154045,0.13886034,1.1633303,True,906
CDC27,0.0,0.25853506,0,0.32982045,0.3062672,1.0769042,False,2095
MYL4,0.0,0.0024053382,0,0.0027100241,0.0025324328,1.0701268,False,12
AC068234.3,0.0,0.0009310987,0,0.00093026785,0.00096519425,0.9638141,False,7
AC068234.2,0.0,0.001241465,0,0.0012399718,0.0012928504,0.9590993,False,17
EFCAB13,0.0,0.0017846058,0,0.0017814902,0.0018694348,0.9529565,False,19
NPEPPS,0.0,0.64501864,0,0.7832365,0.8776002,0.89247525,False,5050
AC025682.1,0.0,0.0067892615,0,0.0068210233,0.0072620143,0.9392743,False,76
KPNB1,0.0,1.9828135,0,3.8226726,3.9809391,0.96024394,False,8282
TBKBP1,0.0,0.07452669,0,0.07650182,0.08256593,0.9265542,False,748
OSBPL7,0.0,0.027700186,0,0.027787471,0.030444702,0.9127194,False,273
MRPL10,0.0,0.8812849,0,1.1398926,1.299097,0.87745005,False,5677
LRRC46,0.0,0.018040037,0,0.01903439,0.019642798,0.9690264,False,220
SCRN2,0.0,0.30113283,0,0.32894692,0.3626466,0.9070729,False,2673
SP6,0.0,0.0038019863,0,0.004175651,0.004034812,1.0349059,False,19
SP2,0.0,0.1387337,0,0.14408877,0.15638581,0.92136735,False,1327
SP2-AS1,0.0,0.0064013037,0,0.006515763,0.006843942,0.9520482,False,65
PNPO,0.0,0.052180324,0,0.053882346,0.0574903,0.9372424,False,513
CDK5RAP3,0.0,0.5193979,0,0.6819903,0.6767526,1.0077394,False,3480
AC018521.4,0.0,0.0030260708,0,0.0032498145,0.0031983987,1.0160754,False,15
COPZ2,0.0,0.011793917,0,0.011965651,0.012711803,0.94130236,False,123
NFE2L1,0.0,0.3005897,0,0.3485948,0.3619174,0.9631888,False,2670
AC004477.3,0.0,0.0038407822,0,0.0038261788,0.004076667,0.93855566,False,38
CBX1,0.0,2.4719894,0,5.229943,5.5381594,0.9443468,False,9045
SNX11,0.0,0.123952515,0,0.12861189,0.13917515,0.92410105,False,1074
SKAP1,1.0,0.0026769089,1,0.003290603,0.0028234797,1.1654425,True,21
HOXB1,1.0,0.011599938,1,0.070282504,0.012498998,4.5266366,True,6
HOXB2,1.0,0.06828057,1,0.3721368,0.075478725,4.9303536,True,29
HOXB-AS1,1.0,0.11514587,1,1.3551987,0.1289667,10.508129,True,49
TTLL6,0.0,0.010436065,0,0.010560337,0.01122437,0.9408401,False,118
CALCOCO2,0.0,0.17023587,0,0.19123201,0.19395497,0.98596084,False,1663
ATP5MC1,0.0,1.7363051,0,3.3538182,3.2801824,1.0224487,False,7618
UBE2Z,0.0,0.1637182,0,0.17292373,0.1860375,0.9295101,False,1483
SNF8,0.0,1.6850947,0,2.903081,3.141833,0.92400867,False,7919
GIP,0.0,0.0019009932,0,0.0019750476,0.001993385,0.99080086,False,26
AC091133.2,0.0,0.057844505,0,0.06194971,0.06377422,0.9713911,False,502
IGF2BP1,0.0,1.0700651,0,1.8200374,1.676884,1.0853686,False,5849
ABI3,0.0,0.0005431409,0,0.00054286694,0.00055936305,0.9705092,False,5
ZNF652,0.0,0.33329454,0,0.39742646,0.40622374,0.97834367,False,2524
PHB,0.0,1.7717257,0,3.3886647,3.3773673,1.0033451,False,7535
AC091180.3,0.0,0.0010862818,0,0.0010851439,0.0011287847,0.9613383,False,8
NGFR,1.0,0.0707247,1,0.11763604,0.07824044,1.5035197,True,61
NXPH3,0.0,0.005819367,0,0.00601851,0.0062154396,0.9683161,False,45
SPOP,0.0,0.45092335,0,0.5234498,0.5740496,0.9118546,False,3586
SLC35B1,0.0,0.57770795,0,0.6660854,0.76753867,0.86781996,False,4400
FAM117A,0.0,0.06959963,0,0.07507811,0.07696687,0.9754601,False,548
KAT7,1.0,0.45096213,1,0.6947824,0.5741071,1.2101965,True,2999
DLX4,0.0,0.0031812538,0,0.0031712565,0.0033654417,0.94230026,False,29
DLX3,0.0,0.0045003104,0,0.0046354206,0.0047884597,0.96804005,False,26
ITGA3,0.0,0.0119491,0,0.013203479,0.012882125,1.0249457,False,75
PDK2,0.0,0.15758845,0,0.16527161,0.17869622,0.92487466,False,1524
SAMD14,0.0,0.14552297,0,0.16741584,0.16440888,1.0182896,False,1265
PPP1R9B,0.0,0.109248914,0,0.11229312,0.12220828,0.91886663,False,1063
AC015909.2,0.0,0.009310987,0,0.00922465,0.00999572,0.92285997,False,80
COL1A1,1.0,0.028165735,1,0.049410347,0.030963978,1.5957364,True,158
TMEM92,0.0,0.026342334,0,0.029606733,0.02893008,1.0233893,False,165
XYLT2,0.0,0.055827126,0,0.061868664,0.0615257,1.0055743,False,525
MRPL27,0.0,0.97936064,0,1.2673141,1.4911566,0.84988666,False,6203
EME1,0.0,0.053072624,0,0.057318978,0.058472674,0.9802695,False,518
LRRC59,0.0,0.6024985,0,0.75682634,0.80749285,0.93725455,False,4226
ACSF2,0.0,0.035886094,0,0.036849868,0.039559532,0.93150413,False,413
RSAD1,0.0,0.11898665,0,0.12570584,0.13341112,0.9422441,False,1073
MYCBPAP,0.0,0.0041123526,0,0.0041731945,0.004369638,0.95504355,False,41
EPN3,0.0,0.0018234017,0,0.0019753366,0.0019107445,1.0338047,False,13
SPATA20,0.0,0.11103352,0,0.11477098,0.12424826,0.9237231,False,1158
CACNA1G,0.0,0.024480136,0,0.025588866,0.026852466,0.95294285,False,233
ABCC3,0.0,0.0010474861,0,0.0010464294,0.0010878278,0.9619439,False,8
ANKRD40,1.0,0.3611499,1,0.5473154,0.44485262,1.2303299,True,2367
AC005921.2,1.0,0.21896337,1,0.32784367,0.25514877,1.2849118,True,1453
LUC7L3,0.0,2.7645483,0,5.4672375,6.574478,0.831585,False,9836
TOB1,0.0,0.20949721,0,0.24732164,0.24301676,1.0177143,False,1988
SPAG9,0.0,0.62891835,0,0.7811292,0.8508643,0.918042,False,4863
NME1,1.0,2.3661933,1,6.4323764,5.1827044,1.2411234,True,8194
NME2,0.0,0.16208877,0,0.19184454,0.18407719,1.0421962,False,1129
MBTD1,0.0,0.12752172,0,0.1333787,0.14331222,0.93068624,False,1250
UTP18,0.0,0.294072,0,0.35836795,0.3531791,1.014692,False,2263
TOM1L1,0.0,0.07794072,0,0.09367283,0.08646633,1.0833446,False,389
COX11,0.0,0.57654405,0,0.6536946,0.76568496,0.8537383,False,4394
STXBP4,0.0,0.09714463,0,0.10260911,0.10835085,0.9470079,False,1057
HLF,0.0,0.00077591557,0,0.0007753436,0.0008024266,0.9662487,False,4
MMD,0.0,0.9376164,0,1.2713748,1.4082751,0.90278864,False,5468
TMEM100,0.0,0.02932961,0,0.03553159,0.032262146,1.10134,False,395
PCTP,0.0,0.14110024,0,0.1508368,0.15917741,0.9476018,False,1341
ANKFN1,0.0,0.029678771,0,0.030894112,0.032651596,0.9461746,False,474
NOG,0.0,0.049193047,0,0.05942282,0.054215755,1.0960433,False,677
C17orf67,0.0,0.036623217,0,0.037300784,0.040372428,0.9239173,False,367
DGKE,0.0,0.040696774,0,0.042766597,0.04485652,0.95340884,False,393
TRIM25,0.0,0.03833023,0,0.039423075,0.04225129,0.933062,False,388
AC015912.3,0.0,0.00496586,0,0.0051741754,0.0052915737,0.9778141,False,48
COIL,0.0,0.32914338,0,0.3791095,0.4005462,0.9464814,False,2836
SCPEP1,0.0,0.13093576,0,0.14320433,0.14727464,0.9723625,False,998
AC007114.1,0.0,0.016294228,0,0.016494915,0.017701814,0.93182063,False,155
AKAP1,0.0,0.07805711,0,0.08911539,0.086599395,1.0290532,False,508
AC007114.2,0.0,0.021337679,0,0.022357488,0.0233312,0.95826566,False,136
MSI2,0.0,0.9163563,0,1.2719947,1.3666922,0.9307105,False,5903
MRPS23,0.0,0.5413563,0,0.6291334,0.7104786,0.8855065,False,3949
CUEDC1,0.0,0.18350403,0,0.19941905,0.2103572,0.948002,False,1615
VEZF1,0.0,0.6875388,0,0.8697357,0.9493558,0.9161325,False,5216
AC015813.2,0.0,0.025488827,0,0.025771245,0.027977943,0.9211272,False,232
AC015813.1,0.0,0.04027002,0,0.04183122,0.04438614,0.9424388,False,364
SRSF1,0.0,1.7609404,0,2.7970092,3.3476458,0.8355153,False,8291
DYNLL2,0.0,0.5017458,0,0.673673,0.6499725,1.0364639,False,3264
OR4D1,0.0,0.004733085,0,0.0048660547,0.005039944,0.9654978,False,21
AC005962.1,0.0,0.0101256985,0,0.010411531,0.010885096,0.9564941,False,109
MKS1,0.0,0.08209187,0,0.08233923,0.091209896,0.9027445,False,850
TSPOAP1,0.0,0.041977033,0,0.043320306,0.04627051,0.9362401,False,508
TSPOAP1-AS1,0.0,0.059396338,0,0.060759038,0.06550801,0.9275055,False,757
SUPT4H1,0.0,1.4717567,0,1.9693284,2.5927699,0.75954616,False,7902
RNF43,0.0,0.0015130354,0,0.0017435885,0.0015806197,1.1031042,False,4
MTMR4,0.0,0.30365455,0,0.3339785,0.3660345,0.9124235,False,2685
SEPT4,1.0,0.036662012,1,0.1064735,0.040415175,2.634493,True,127
TEX14,0.0,0.002288951,0,0.0022838002,0.0024077978,0.94850165,False,31
RAD51C,0.0,0.27250156,0,0.3418797,0.3245325,1.0534528,False,2278
PPM1E,0.0,0.0689789,0,0.072758704,0.07626584,0.9540143,False,689
TRIM37,0.0,0.20321229,0,0.22974099,0.23503399,0.9774799,False,1707
AC099850.1,0.0,0.0137337055,0,0.013855995,0.0148510905,0.9329951,False,131
SKA2,0.0,1.8736033,0,4.011414,3.6634898,1.0949707,False,7865
PRR11,0.0,0.31959963,1,0.5801411,0.38755912,1.4969101,False,2206
SMG8,0.0,0.0119491,0,0.011961966,0.012882125,0.92857087,False,122
GDPD1,0.0,0.042558968,0,0.04354269,0.046915047,0.92811775,False,392
YPEL2,0.0,0.073711984,0,0.07891163,0.08163683,0.96661794,False,666
DHX40,0.0,0.2777002,0,0.31969824,0.33138394,0.9647367,False,2879
AC091271.1,0.0,0.11836592,0,0.12670672,0.13268964,0.95491034,False,1083
CLTC,0.0,0.4530183,0,0.55453366,0.5771554,0.9608048,False,3511
PTRH2,0.0,0.10257604,0,0.10928376,0.114582375,0.95375717,False,949
VMP1,0.0,0.2822781,0,0.3089096,0.3374444,0.91543853,False,2375
TUBD1,0.0,0.22815798,0,0.2554104,0.26699865,0.9565981,False,1982
RPS6KB1,0.0,0.10164494,0,0.10559419,0.11351461,0.93022555,False,889
RNFT1,0.0,0.10525295,0,0.108843796,0.11764484,0.9251897,False,1019
HEATR6,0.0,0.06378026,0,0.0662326,0.07042084,0.94052553,False,613
AC025048.4,0.0,0.009621353,0,0.009606747,0.010334325,0.929596,False,90
CA4,1.0,0.012880199,1,0.02218133,0.013906365,1.5950487,True,18
USP32,0.0,0.11436996,0,0.118752174,0.12807386,0.9272164,False,961
C17orf64,0.0,0.00065952825,0,0.0007367134,0.00068080606,1.0821193,False,8
APPBP2,0.0,0.19972067,0,0.21337877,0.23063353,0.92518544,False,2002
AC011921.1,0.0,0.0014354439,0,0.001433439,0.0014982714,0.9567285,False,11
PPM1D,0.0,0.10812384,0,0.120258346,0.120923355,0.9945005,False,1036
BCAS3,0.0,0.08926909,0,0.09534789,0.099377945,0.9594472,False,860
TBX2-AS1,1.0,0.010397268,1,0.018592184,0.011181947,1.6626965,True,43
NACA2,0.0,0.015945066,0,0.016079402,0.017312752,0.9287605,False,145
BRIP1,0.0,0.0808892,0,0.09103186,0.08983664,1.0133042,False,845
INTS2,0.0,0.06758225,0,0.06961287,0.07469316,0.93198454,False,617
MED13,0.0,0.20879889,0,0.22324906,0.24212639,0.9220352,False,2064
EFCAB3,0.0,0.0008147114,0,0.0008140792,0.00084303983,0.96564734,False,10
METTL2A,0.0,0.23219274,0,0.25021636,0.27220324,0.91922617,False,1946
TLK2,0.0,0.24895251,0,0.27800083,0.2938322,0.94612104,False,2246
AC080038.2,0.0,0.001241465,0,0.0012399718,0.0012928504,0.9590993,False,10
AC080038.1,0.0,0.025721602,0,0.027000837,0.028237626,0.9562007,False,290
MRC2,0.0,0.123409376,0,0.13565217,0.13854551,0.9791163,False,1214
MARCH10,0.0,0.0053926134,0,0.0054413355,0.005753278,0.9457801,False,64
TANC2,0.0,0.3576195,0,0.4154205,0.43990782,0.94433534,False,3639
CYB561,0.0,0.049774986,0,0.0525757,0.054852627,0.95849013,False,655
DCAF7,0.0,0.91228276,0,1.4478631,1.358773,1.0655667,False,5743
TACO1,0.0,0.19273743,0,0.20230769,0.22189131,0.9117422,False,1674
MAP3K3,0.0,0.08244103,0,0.08775219,0.09160829,0.9579066,False,720
STRADA,0.0,0.19886716,0,0.20867534,0.2295622,0.9090144,False,1791
LIMD2,0.0,1.478158,0,2.4692805,2.6086075,0.94658947,False,7735
CCDC47,0.0,0.20802297,0,0.23148714,0.241138,0.95997787,False,1787
DDX42,0.0,0.3117241,0,0.35834324,0.37690368,0.9507555,False,2598
FTSJ3,0.0,0.11130509,0,0.11498218,0.12455898,0.92311436,False,1099
PSMC5,0.0,1.344235,0,2.1581612,2.2854204,0.94431686,False,6913
SMARCD2,0.0,0.13039261,0,0.1473812,0.14664358,1.00503,False,959
CD79B,0.0,0.0020561763,0,0.002052028,0.0021589014,0.9504964,False,20
SCN4A,0.0,0.0043451274,0,0.0044040093,0.004620883,0.9530666,False,26
PRR29,0.0,0.03371353,0,0.038009815,0.037152052,1.0230879,False,429
ERN1,0.0,0.038912166,0,0.04081362,0.04289144,0.9515564,False,306
SNHG25,1.0,0.3440022,1,0.48708954,0.420959,1.157095,True,2211
TEX2,0.0,0.033015206,0,0.033711117,0.036373336,0.9268085,False,307
POLG2,0.0,0.06451738,0,0.066021636,0.07124853,0.92663854,False,598
DDX5,0.0,3.0059745,0,5.381768,7.4885597,0.71866536,False,10079
CEP95,0.0,0.1828445,0,0.19411266,0.20953573,0.92639405,False,1746
SMURF2,0.0,0.16988672,0,0.18200062,0.19352792,0.940436,False,1737
LRRC37A3,0.0,0.021764431,0,0.022067513,0.02381014,0.9268116,False,221
AC103810.2,0.0,0.0031036623,0,0.0030941498,0.0032818953,0.94279355,False,37
GNA13,0.0,0.16108008,0,0.17502214,0.18286712,0.9571001,False,1640
AC037487.2,0.0,0.000698324,0,0.00069786346,0.00072131766,0.96748424,False,7
RGS9,0.0,0.16511483,0,0.19279423,0.18772368,1.0270107,False,1622
AXIN2,0.0,0.095282435,0,0.099941276,0.10622338,0.94085944,False,1086
CEP112,0.0,0.06952204,0,0.0750889,0.07687917,0.97671324,False,678
PRKCA,0.0,0.073401615,0,0.08043159,0.08128315,0.9895235,False,573
CACNG4,0.0,0.09978274,0,0.108529925,0.11137464,0.97445816,False,1005
HELZ,0.0,0.21267846,0,0.22991645,0.24708204,0.9305268,False,2042
AC007448.3,0.0,0.011716325,0,0.012122665,0.012626668,0.96008414,False,115
PSMD12,0.0,0.32421634,0,0.3660727,0.3938305,0.9295184,False,2700
PITPNC1,0.0,0.16115767,0,0.18554999,0.18296011,1.0141554,False,1231
NOL11,0.0,0.19929391,0,0.22041619,0.23009764,0.9579246,False,1753
BPTF,0.0,1.0097377,0,1.4449877,1.5524966,0.93075097,False,6162
C17orf58,0.0,0.47641218,0,0.5755833,0.6119513,0.9405704,False,3634
KPNA2,0.0,2.4244258,1,19.071999,5.377084,3.5469038,False,6965
AC005332.7,0.0,0.05256828,0,0.054540057,0.05791708,0.9416921,False,578
AC005332.4,0.0,0.022307573,0,0.024061034,0.024419628,0.9853153,False,271
AC005332.6,0.0,0.010591248,0,0.010789858,0.011394105,0.9469685,False,130
AC005332.8,0.0,0.002599317,0,0.0025926614,0.0027403063,0.946121,False,37
AC005332.5,0.0,0.096135944,0,0.099001944,0.10719785,0.92354417,False,961
AC005332.1,0.0,0.0009310987,0,0.00093026785,0.00096519425,0.9638141,False,11
AMZ2,0.0,0.84788173,0,1.1020192,1.2359829,0.8916136,False,5341
ARSG,0.0,0.060792986,0,0.06400533,0.067071036,0.95429164,False,421
SLC16A6,0.0,0.0022113593,0,0.002361744,0.0023247672,1.0159056,False,4
WIPI1,0.0,0.1268622,0,0.14856103,0.14254759,1.0421855,False,930
PRKAR1A,0.0,0.64715236,0,0.8089176,0.88116115,0.9180132,False,5098
ABCA9-AS1,0.0,0.0005819367,0,0.0005816206,0.0005998217,0.9696559,False,4
ABCA5,0.0,0.3170779,0,0.42023364,0.38414165,1.0939549,False,2575
MAP2K6,0.0,0.3963377,0,0.46979687,0.49462172,0.94981045,False,3563
LINC01483,0.0,0.0018621974,0,0.0019363964,0.0019520618,0.99197495,False,20
KCNJ16,1.0,0.03410149,1,0.042639177,0.037583612,1.1345152,True,501
KCNJ2-AS1,0.0,0.03289882,0,0.035697453,0.03624349,0.9849341,False,453
KCNJ2,1.0,0.030920235,1,0.04121655,0.034036342,1.2109572,True,487
ROCR,0.0,0.0008923029,0,0.0008915413,0.00092441816,0.9644351,False,10
LINC01152,0.0,0.0098153325,0,0.010883287,0.010546081,1.0319746,False,98
SOX9,1.0,0.19929391,1,0.2758187,0.23009764,1.1987029,True,1873
LINC00511,1.0,0.017884854,1,0.0299808,0.019470392,1.5398148,True,147
SLC39A11,0.0,0.024829298,0,0.025144879,0.027242139,0.9230141,False,214
SSTR2,1.0,0.17027467,1,0.64790165,0.19400243,3.339657,True,793
COG1,0.0,0.09532123,0,0.09663611,0.10626765,0.90936524,False,960
AC097641.2,0.0,0.0020949722,0,0.0020906643,0.0022003395,0.9501553,False,27
FAM104A,0.0,0.42345592,0,0.48213303,0.5336987,0.9033805,False,3318
C17orf80,0.0,0.11755121,0,0.12088535,0.13174471,0.9175727,False,1167
CDC42EP4,0.0,0.42085662,0,0.5071018,0.529922,0.95693654,False,3427
SDK2,0.0,0.4652002,0,0.626141,0.59524506,1.0519046,False,3405
RPL38,0.0,20.063663,0,214.7932,214.99312,0.9990701,False,11551
AC100786.1,0.0,0.019126318,0,0.019769961,0.02085352,0.9480395,False,190
TTYH2,0.0,0.06366387,0,0.06884685,0.070290186,0.979466,False,649
DNAI2,0.0,0.0019397889,0,0.0019361012,0.0020347252,0.9515297,False,27
KIF19,1.0,0.02638113,1,0.037170157,0.028973356,1.2829083,True,211
BTBD17,1.0,0.38015983,1,0.5431548,0.47162288,1.1516718,True,3097
GPRC5C,0.0,0.26171634,0,0.31823322,0.31041136,1.0251985,False,2912
RAB37,0.0,0.005586592,0,0.005633192,0.0059633087,0.94464207,False,64
SLC9A3R1,0.0,0.3760863,0,0.4489707,0.4658646,0.9637365,False,2712
NAT9,0.0,0.42167133,0,0.47844246,0.531105,0.90084344,False,3478
TMEM104,0.0,0.038097456,0,0.03951846,0.04199523,0.9410226,False,400
GRIN2C,0.0,0.0011638734,0,0.0011625639,0.0012107803,0.96017736,False,11
FDXR,1.0,0.20282434,1,0.29988882,0.23454371,1.2786052,True,1489
USH1G,0.0,0.0009310987,0,0.00093026785,0.00096519425,0.9638141,False,7
HID1,0.0,0.029523589,0,0.03261038,0.032478508,1.0040603,False,228
CDR2L,0.0,0.07553538,0,0.07735917,0.08371739,0.9240514,False,647
MRPL58,0.0,0.28879577,0,0.31364515,0.3461203,0.9061739,False,2450
KCTD2,0.0,0.08694134,0,0.09110241,0.09673184,0.9418037,False,782
ATP5PD,0.0,1.3821384,0,2.042597,2.3751543,0.85998493,False,7390
SLC16A5,0.0,0.004034761,0,0.0042514214,0.004285921,0.99195045,False,40
ARMC7,0.0,0.072392926,0,0.07375033,0.080134846,0.92032784,False,664
NT5C,0.0,0.85327435,0,1.0789169,1.2460893,0.86584234,False,5710
JPT1,0.0,5.817776,1,27.66654,22.052307,1.2545872,False,10701
SUMO2,0.0,14.655882,0,73.90167,116.98325,0.63172865,False,11543
NUP85,0.0,0.09054935,0,0.094147734,0.10083347,0.93369526,False,849
GGA3,0.0,0.10346834,0,0.10875072,0.11560422,0.94071585,False,856
MRPS7,0.0,1.05606,0,1.3648106,1.6477021,0.8283115,False,6444
MIF4GD,0.0,0.29108474,0,0.34238568,0.3491807,0.9805401,False,2156
AC022211.2,0.0,0.0039183735,0,0.003980766,0.0041603716,0.9568294,False,43
SLC25A19,0.0,0.05838765,0,0.059946716,0.06438067,0.9311291,False,516
GRB2,0.0,0.42039105,0,0.48693085,0.52924633,0.9200458,False,3184
TMEM94,0.0,0.17636561,0,0.18491724,0.2014954,0.91772443,False,1627
CASKIN2,0.0,0.05532278,0,0.055911142,0.060964644,0.9171077,False,584
TSEN54,0.0,0.1691108,0,0.18210848,0.19258,0.94562507,False,1408
LLGL2,0.0,0.02060056,0,0.021496067,0.0225042,0.9552024,False,173
MYO15B,0.0,0.015401924,0,0.015553266,0.016707394,0.9309211,False,185
RECQL5,0.0,0.045429856,0,0.045617912,0.05009128,0.9106956,False,458
SMIM5,0.0,0.011444755,0,0.012555724,0.01232883,1.0184035,False,169
SAP30BP,0.0,0.27056175,0,0.29622123,0.3219839,0.91998774,False,2301
ITGB4,0.0,0.0045003104,0,0.004557826,0.0047884597,0.9518355,False,51
GALK1,0.0,0.11782278,0,0.123265654,0.13205944,0.93341035,False,1207
H3F3B,0.0,15.14176,0,85.052414,124.49401,0.6831848,False,11546
UNK,0.0,0.3474162,0,0.41551456,0.4256867,0.9761042,False,3094
UNC13D,0.0,0.0034528244,0,0.0034410357,0.003658146,0.9406502,False,36
WBP2,0.0,0.43358162,0,0.49110734,0.54847836,0.8953997,False,3412
TRIM47,0.0,0.0050046556,0,0.0052901804,0.0053335265,0.9918729,False,67
TRIM65,0.0,0.07778554,0,0.080428325,0.08628891,0.9320818,False,757
MRPL38,0.0,0.05753414,0,0.05864896,0.06342787,0.92465585,False,534
FBF1,0.0,0.04558504,0,0.046146948,0.05026198,0.9181283,False,426
ACOX1,0.0,0.071384236,0,0.07443853,0.078988604,0.94239575,False,820
TEN1,0.0,0.15964463,0,0.17699564,0.18114926,0.9770706,False,1161
CDK3,0.0,0.04391682,0,0.04462798,0.048421714,0.92165214,False,395
SRP68,0.0,0.22226101,0,0.23913352,0.2593946,0.92189103,False,2034
ZACN,0.0,0.0014742396,0,0.0014721233,0.0015394333,0.9562762,False,15
GALR2,0.0,0.0018234017,0,0.0018201474,0.0019107445,0.95258546,False,20
EXOC7,0.0,0.6167753,0,0.6975172,0.83085346,0.8395189,False,4969
FOXJ1,1.0,0.45449254,1,0.7732539,0.57934177,1.3347112,True,4442
RNF157-AS1,0.0,0.015712291,0,0.015931582,0.01705332,0.93422174,False,178
RNF157,0.0,0.34233394,0,0.42107645,0.41865423,1.0057857,False,2845
UBALD2,0.0,0.13768622,0,0.16746272,0.15515482,1.0793265,False,1245
QRICH2,0.0,0.014121664,0,0.014155566,0.015281956,0.92629284,False,154
PRPSAP1,0.0,0.41472688,0,0.4856865,0.5210429,0.9321431,False,3123
SPHK1,1.0,0.045003105,1,0.05686892,0.049621396,1.1460564,True,116
UBE2O,0.0,0.14913097,0,0.15777849,0.16867153,0.93541855,False,1334
AANAT,0.0,0.0060521415,0,0.006093341,0.006467155,0.94219804,False,67
RHBDF2,0.0,0.0029096834,0,0.0029013297,0.0030732641,0.94405484,False,11
CYGB,1.0,0.026497517,1,0.045738205,0.029103186,1.5715876,True,210
PRCD,0.0,0.008690255,0,0.009778987,0.0093192505,1.0493319,False,69
AC015802.6,0.0,0.021221291,0,0.0215477,0.02320059,0.92875654,False,202
AC005837.1,0.0,0.033209186,0,0.034513015,0.03658975,0.9432427,False,360
MXRA7,0.0,0.09916201,0,0.10578242,0.11066198,0.95590574,False,882
JMJD6,0.0,0.101761326,0,0.10374704,0.113648176,0.9128791,False,1016
METTL23,0.0,0.46329919,0,0.5305638,0.5924184,0.89558965,False,3577
SRSF2,0.0,4.1376085,0,12.083759,12.480867,0.9681827,False,10233
MFSD11,0.0,0.13943203,0,0.14606717,0.15720798,0.9291333,False,1265
MGAT5B,0.0,0.062073246,0,0.067844145,0.068505675,0.9903434,False,612
SEC14L1,1.0,0.6783442,1,1.0902872,0.93369585,1.1677113,True,4331
SEPT9,0.0,1.4442892,0,2.535092,2.5252564,1.0038949,False,6783
AC111182.1,0.0,0.005276226,0,0.0053261854,0.005627309,0.9464889,False,36
AC021683.3,0.0,0.0021337678,0,0.0022844865,0.0022417975,1.0190424,False,8
AC021683.2,0.0,0.0039183735,0,0.004135955,0.0041603716,0.9941312,False,40
